"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"1444894","R1.040","R2.038","R3.094","P1.05","P2.04",2,3,0.333333333333333,3
"1445065","R1.040","R2.039","R3.073","P1.05","P2.04",1,1,0,1
"1445434","R1.040","R2.041","R3.058","P1.05","P2.04",1,1,0,1
"1445641","R1.040","R2.042","R3.073","P1.05","P2.04",1,1,0,1
"1445835","R1.040","R2.043","R3.075","P1.05","P2.04",1,1,0,1
"1445854","R1.040","R2.043","R3.094","P1.05","P2.04",1,1,0,1
"1445981","R1.040","R2.044","R3.029","P1.05","P2.04",1,1,0,1
"1446377","R1.040","R2.046","R3.041","P1.05","P2.04",1,1,0,1
"1446397","R1.040","R2.046","R3.061","P1.05","P2.04",1,1,0,1
"1446542","R1.040","R2.047","R3.014","P1.05","P2.04",1,1,0,1
"1446568","R1.040","R2.047","R3.040","P1.05","P2.04",1,1,0,1
"1446784","R1.040","R2.048","R3.064","P1.05","P2.04",1,1,0,1
"1446793","R1.040","R2.048","R3.073","P1.05","P2.04",1,1,0,1
"1446977","R1.040","R2.049","R3.065","P1.05","P2.04",1,3,0.666666666666667,1
"1447333","R1.040","R2.051","R3.037","P1.05","P2.04",1,1,0,1
"1447381","R1.040","R2.051","R3.085","P1.05","P2.04",1,1,0,1
"1447535","R1.040","R2.052","R3.047","P1.05","P2.04",1,1,0,1
"1447685","R1.040","R2.053","R3.005","P1.05","P2.04",1,1,0,1
"1447706","R1.040","R2.053","R3.026","P1.05","P2.04",2,2,0,2
"1447752","R1.040","R2.053","R3.072","P1.05","P2.04",1,1,0,1
"1447760","R1.040","R2.053","R3.080","P1.05","P2.04",1,1,0,1
"1447897","R1.040","R2.054","R3.025","P1.05","P2.04",1,1,0,1
"1447925","R1.040","R2.054","R3.053","P1.05","P2.04",1,1,0,1
"1448155","R1.040","R2.055","R3.091","P1.05","P2.04",1,1,0,1
"1448274","R1.040","R2.056","R3.018","P1.05","P2.04",1,1,0,1
"1448282","R1.040","R2.056","R3.026","P1.05","P2.04",1,1,0,1
"1448523","R1.040","R2.057","R3.075","P1.05","P2.04",1,1,0,1
"1448706","R1.040","R2.058","R3.066","P1.05","P2.04",3,3,0,3
"1448713","R1.040","R2.058","R3.073","P1.05","P2.04",1,1,0,1
"1448734","R1.040","R2.058","R3.094","P1.05","P2.04",1,3,0.666666666666667,1
"1448865","R1.040","R2.059","R3.033","P1.05","P2.04",1,3,0.666666666666667,1
"1448918","R1.040","R2.059","R3.086","P1.05","P2.04",1,1,0,1
"1449050","R1.040","R2.060","R3.026","P1.05","P2.04",2,2,0,2
"1449261","R1.040","R2.061","R3.045","P1.05","P2.04",1,1,0,1
"1449436","R1.040","R2.062","R3.028","P1.05","P2.04",2,2,0,2
"1449481","R1.040","R2.062","R3.073","P1.05","P2.04",1,1,0,1
"1449675","R1.040","R2.063","R3.075","P1.05","P2.04",1,1,0,1
"1449806","R1.040","R2.064","R3.014","P1.05","P2.04",1,1,0,1
"1450181","R1.040","R2.066","R3.005","P1.05","P2.04",1,1,0,1
"1450234","R1.040","R2.066","R3.058","P1.05","P2.04",1,1,0,1
"1450244","R1.040","R2.066","R3.068","P1.05","P2.04",1,1,0,1
"1450269","R1.040","R2.066","R3.093","P1.05","P2.04",1,1,0,1
"1450378","R1.040","R2.067","R3.010","P1.05","P2.04",1,1,0,1
"1450603","R1.040","R2.068","R3.043","P1.05","P2.04",1,1,0,1
"1450647","R1.040","R2.068","R3.087","P1.05","P2.04",3,4,0.25,7
"1450753","R1.040","R2.069","R3.001","P1.05","P2.04",1,1,0,1
"1450827","R1.040","R2.069","R3.075","P1.05","P2.04",1,1,0,1
"1450961","R1.040","R2.070","R3.017","P1.05","P2.04",1,1,0,1
"1450972","R1.040","R2.070","R3.028","P1.05","P2.04",1,1,0,1
"1450992","R1.040","R2.070","R3.048","P1.05","P2.04",1,5,0.8,1
"1451001","R1.040","R2.070","R3.057","P1.05","P2.04",1,1,0,1
"1451523","R1.040","R2.073","R3.003","P1.05","P2.04",1,2,0.5,1
"1451576","R1.040","R2.073","R3.056","P1.05","P2.04",2,2,0,2
"1451584","R1.040","R2.073","R3.064","P1.05","P2.04",1,1,0,1
"1451613","R1.040","R2.073","R3.093","P1.05","P2.04",1,1,0,1
"1451715","R1.040","R2.074","R3.003","P1.05","P2.04",1,1,0,1
"1451747","R1.040","R2.074","R3.035","P1.05","P2.04",2,2,0,2
"1451770","R1.040","R2.074","R3.058","P1.05","P2.04",1,1,0,1
"1452117","R1.040","R2.076","R3.021","P1.05","P2.04",1,1,0,1
"1452290","R1.040","R2.077","R3.002","P1.05","P2.04",1,1,0,1
"1452314","R1.040","R2.077","R3.026","P1.05","P2.04",1,1,0,1
"1452333","R1.040","R2.077","R3.045","P1.05","P2.04",1,1,0,1
"1452510","R1.040","R2.078","R3.030","P1.05","P2.04",1,1,0,1
"1452717","R1.040","R2.079","R3.045","P1.05","P2.04",1,1,0,1
"1452752","R1.040","R2.079","R3.080","P1.05","P2.04",1,1,0,1
"1453072","R1.040","R2.081","R3.016","P1.05","P2.04",1,1,0,1
"1453086","R1.040","R2.081","R3.030","P1.05","P2.04",1,1,0,1
"1453141","R1.040","R2.081","R3.085","P1.05","P2.04",1,1,0,1
"1453655","R1.040","R2.084","R3.023","P1.05","P2.04",1,1,0,1
"1453837","R1.040","R2.085","R3.013","P1.05","P2.04",1,1,0,1
"1453882","R1.040","R2.085","R3.058","P1.05","P2.04",1,1,0,1
"1454250","R1.040","R2.087","R3.042","P1.05","P2.04",1,1,0,1
"1454426","R1.040","R2.088","R3.026","P1.05","P2.04",1,1,0,1
"1454638","R1.040","R2.089","R3.046","P1.05","P2.04",1,2,0.5,1
"1454803","R1.040","R2.090","R3.019","P1.05","P2.04",1,1,0,1
"1454812","R1.040","R2.090","R3.028","P1.05","P2.04",1,1,0,1
"1454851","R1.040","R2.090","R3.067","P1.05","P2.04",1,1,0,1
"1454860","R1.040","R2.090","R3.076","P1.05","P2.04",1,1,0,1
"1454981","R1.040","R2.091","R3.005","P1.05","P2.04",1,1,0,1
"1455065","R1.040","R2.091","R3.089","P1.05","P2.04",1,1,0,1
"1455198","R1.040","R2.092","R3.030","P1.05","P2.04",1,1,0,1
"1455216","R1.040","R2.092","R3.048","P1.05","P2.04",1,1,0,1
"1455223","R1.040","R2.092","R3.055","P1.05","P2.04",1,1,0,1
"1455429","R1.040","R2.093","R3.069","P1.05","P2.04",1,1,0,1
"1455451","R1.040","R2.093","R3.091","P1.05","P2.04",1,1,0,1
"1455766","R1.040","R2.095","R3.022","P1.05","P2.04",1,1,0,1
"1455937","R1.040","R2.096","R3.001","P1.05","P2.04",1,1,0,1
"1456019","R1.040","R2.096","R3.083","P1.05","P2.04",1,1,0,1
"1474613","R1.041","R2.001","R3.053","P1.05","P2.04",1,1,0,1
"1474837","R1.041","R2.002","R3.085","P1.05","P2.04",1,1,0,1
"1475380","R1.041","R2.005","R3.052","P1.05","P2.04",1,1,0,1
"1475390","R1.041","R2.005","R3.062","P1.05","P2.04",1,1,0,1
"1475526","R1.041","R2.006","R3.006","P1.05","P2.04",1,1,0,1
"1475599","R1.041","R2.006","R3.079","P1.05","P2.04",1,3,0.666666666666667,1
"1475776","R1.041","R2.007","R3.064","P1.05","P2.04",1,1,0,1
"1476332","R1.041","R2.010","R3.044","P1.05","P2.04",1,1,0,1
"1476381","R1.041","R2.010","R3.093","P1.05","P2.04",1,1,0,1
"1476565","R1.041","R2.011","R3.085","P1.05","P2.04",1,1,0,1
"1476570","R1.041","R2.011","R3.090","P1.05","P2.04",1,1,0,1
"1476576","R1.041","R2.011","R3.096","P1.05","P2.04",1,1,0,1
"1477477","R1.041","R2.016","R3.037","P1.05","P2.04",1,2,0.5,1
"1477515","R1.041","R2.016","R3.075","P1.05","P2.04",1,1,0,1
"1477664","R1.041","R2.017","R3.032","P1.05","P2.04",4,6,0.333333333333333,7
"1477692","R1.041","R2.017","R3.060","P1.05","P2.04",1,1,0,1
"1477709","R1.041","R2.017","R3.077","P1.05","P2.04",1,1,0,1
"1477724","R1.041","R2.017","R3.092","P1.05","P2.04",1,1,0,1
"1477726","R1.041","R2.017","R3.094","P1.05","P2.04",1,1,0,1
"1477855","R1.041","R2.018","R3.031","P1.05","P2.04",1,1,0,1
"1477862","R1.041","R2.018","R3.038","P1.05","P2.04",1,2,0.5,1
"1477890","R1.041","R2.018","R3.066","P1.05","P2.04",1,1,0,1
"1477905","R1.041","R2.018","R3.081","P1.05","P2.04",1,1,0,1
"1478213","R1.041","R2.020","R3.005","P1.05","P2.04",1,1,0,1
"1478242","R1.041","R2.020","R3.034","P1.05","P2.04",1,1,0,1
"1478243","R1.041","R2.020","R3.035","P1.05","P2.04",1,1,0,1
"1478612","R1.041","R2.022","R3.020","P1.05","P2.04",1,1,0,1
"1478664","R1.041","R2.022","R3.072","P1.05","P2.04",1,1,0,1
"1478859","R1.041","R2.023","R3.075","P1.05","P2.04",1,1,0,1
"1478870","R1.041","R2.023","R3.086","P1.05","P2.04",1,1,0,1
"1479188","R1.041","R2.025","R3.020","P1.05","P2.04",1,1,0,1
"1479225","R1.041","R2.025","R3.057","P1.05","P2.04",1,1,0,1
"1479441","R1.041","R2.026","R3.081","P1.05","P2.04",1,1,0,1
"1479612","R1.041","R2.027","R3.060","P1.05","P2.04",1,1,0,1
"1479619","R1.041","R2.027","R3.067","P1.05","P2.04",1,1,0,1
"1479786","R1.041","R2.028","R3.042","P1.05","P2.04",1,1,0,1
"1479793","R1.041","R2.028","R3.049","P1.05","P2.04",1,1,0,1
"1480539","R1.041","R2.032","R3.027","P1.05","P2.04",1,1,0,1
"1480713","R1.041","R2.033","R3.009","P1.05","P2.04",1,1,0,1
"1480737","R1.041","R2.033","R3.033","P1.05","P2.04",1,1,0,1
"1480750","R1.041","R2.033","R3.046","P1.05","P2.04",1,1,0,1
"1480790","R1.041","R2.033","R3.086","P1.05","P2.04",1,1,0,1
"1480937","R1.041","R2.034","R3.041","P1.05","P2.04",1,1,0,1
"1480956","R1.041","R2.034","R3.060","P1.05","P2.04",1,1,0,1
"1481131","R1.041","R2.035","R3.043","P1.05","P2.04",1,1,0,1
"1481325","R1.041","R2.036","R3.045","P1.05","P2.04",1,1,0,1
"1481491","R1.041","R2.037","R3.019","P1.05","P2.04",1,3,0.666666666666667,1
"1481507","R1.041","R2.037","R3.035","P1.05","P2.04",1,1,0,1
"1481522","R1.041","R2.037","R3.050","P1.05","P2.04",1,1,0,1
"1481535","R1.041","R2.037","R3.063","P1.05","P2.04",1,1,0,1
"1481697","R1.041","R2.038","R3.033","P1.05","P2.04",1,1,0,1
"1481900","R1.041","R2.039","R3.044","P1.05","P2.04",1,2,0.5,1
"1482331","R1.041","R2.041","R3.091","P1.05","P2.04",1,1,0,1
"1482521","R1.041","R2.042","R3.089","P1.05","P2.04",1,2,0.5,1
"1482718","R1.041","R2.043","R3.094","P1.05","P2.04",1,1,0,1
"1482719","R1.041","R2.043","R3.095","P1.05","P2.04",1,1,0,1
"1482883","R1.041","R2.044","R3.067","P1.05","P2.04",1,2,0.5,1
"1483077","R1.041","R2.045","R3.069","P1.05","P2.04",1,2,0.5,1
"1483228","R1.041","R2.046","R3.028","P1.05","P2.04",1,1,0,1
"1483257","R1.041","R2.046","R3.057","P1.05","P2.04",1,1,0,1
"1483267","R1.041","R2.046","R3.067","P1.05","P2.04",1,1,0,1
"1483283","R1.041","R2.046","R3.083","P1.05","P2.04",1,1,0,1
"1483459","R1.041","R2.047","R3.067","P1.05","P2.04",1,1,0,1
"1483470","R1.041","R2.047","R3.078","P1.05","P2.04",1,1,0,1
"1483628","R1.041","R2.048","R3.044","P1.05","P2.04",2,2,0,2
"1483651","R1.041","R2.048","R3.067","P1.05","P2.04",1,1,0,1
"1483780","R1.041","R2.049","R3.004","P1.05","P2.04",1,1,0,1
"1483989","R1.041","R2.050","R3.021","P1.05","P2.04",1,1,0,1
"1484166","R1.041","R2.051","R3.006","P1.05","P2.04",1,1,0,1
"1484208","R1.041","R2.051","R3.048","P1.05","P2.04",1,1,0,1
"1484579","R1.041","R2.053","R3.035","P1.05","P2.04",1,1,0,1
"1484793","R1.041","R2.054","R3.057","P1.05","P2.04",1,1,0,1
"1485334","R1.041","R2.057","R3.022","P1.05","P2.04",1,2,0.5,1
"1485346","R1.041","R2.057","R3.034","P1.05","P2.04",1,1,0,1
"1485556","R1.041","R2.058","R3.052","P1.05","P2.04",1,1,0,1
"1485579","R1.041","R2.058","R3.075","P1.05","P2.04",1,1,0,1
"1485587","R1.041","R2.058","R3.083","P1.05","P2.04",1,1,0,1
"1485709","R1.041","R2.059","R3.013","P1.05","P2.04",1,1,0,1
"1485727","R1.041","R2.059","R3.031","P1.05","P2.04",1,1,0,1
"1485981","R1.041","R2.060","R3.093","P1.05","P2.04",1,1,0,1
"1486175","R1.041","R2.061","R3.095","P1.05","P2.04",1,1,0,1
"1486351","R1.041","R2.062","R3.079","P1.05","P2.04",1,1,0,1
"1486547","R1.041","R2.063","R3.083","P1.05","P2.04",1,1,0,1
"1486857","R1.041","R2.065","R3.009","P1.05","P2.04",1,1,0,1
"1486884","R1.041","R2.065","R3.036","P1.05","P2.04",1,1,0,1
"1486904","R1.041","R2.065","R3.056","P1.05","P2.04",1,2,0.5,1
"1487052","R1.041","R2.066","R3.012","P1.05","P2.04",1,1,0,1
"1487102","R1.041","R2.066","R3.062","P1.05","P2.04",1,1,0,1
"1487112","R1.041","R2.066","R3.072","P1.05","P2.04",1,1,0,1
"1487235","R1.041","R2.067","R3.003","P1.05","P2.04",1,2,0.5,1
"1487239","R1.041","R2.067","R3.007","P1.05","P2.04",1,1,0,1
"1487260","R1.041","R2.067","R3.028","P1.05","P2.04",1,2,0.5,1
"1487269","R1.041","R2.067","R3.037","P1.05","P2.04",2,2,0,2
"1487491","R1.041","R2.068","R3.067","P1.05","P2.04",1,1,0,1
"1487852","R1.041","R2.070","R3.044","P1.05","P2.04",1,1,0,1
"1487856","R1.041","R2.070","R3.048","P1.05","P2.04",1,2,0.5,1
"1487861","R1.041","R2.070","R3.053","P1.05","P2.04",1,1,0,1
"1488001","R1.041","R2.071","R3.001","P1.05","P2.04",1,1,0,1
"1488024","R1.041","R2.071","R3.024","P1.05","P2.04",1,1,0,1
"1488038","R1.041","R2.071","R3.038","P1.05","P2.04",1,3,0.666666666666667,1
"1488086","R1.041","R2.071","R3.086","P1.05","P2.04",1,1,0,1
"1488394","R1.041","R2.073","R3.010","P1.05","P2.04",2,4,0.5,3
"1488434","R1.041","R2.073","R3.050","P1.05","P2.04",1,1,0,1
"1488855","R1.041","R2.075","R3.087","P1.05","P2.04",1,1,0,1
"1489046","R1.041","R2.076","R3.086","P1.05","P2.04",1,1,0,1
"1489395","R1.041","R2.078","R3.051","P1.05","P2.04",1,1,0,1
"1489401","R1.041","R2.078","R3.057","P1.05","P2.04",1,1,0,1
"1489540","R1.041","R2.079","R3.004","P1.05","P2.04",1,1,0,1
"1489924","R1.041","R2.081","R3.004","P1.05","P2.04",1,1,0,1
"1490174","R1.041","R2.082","R3.062","P1.05","P2.04",1,1,0,1
"1490512","R1.041","R2.084","R3.016","P1.05","P2.04",1,1,0,1
"1490545","R1.041","R2.084","R3.049","P1.05","P2.04",1,1,0,1
"1490700","R1.041","R2.085","R3.012","P1.05","P2.04",1,1,0,1
"1490746","R1.041","R2.085","R3.058","P1.05","P2.04",1,1,0,1
"1490905","R1.041","R2.086","R3.025","P1.05","P2.04",1,1,0,1
"1491104","R1.041","R2.087","R3.032","P1.05","P2.04",1,1,0,1
"1491160","R1.041","R2.087","R3.088","P1.05","P2.04",1,1,0,1
"1491164","R1.041","R2.087","R3.092","P1.05","P2.04",1,1,0,1
"1491304","R1.041","R2.088","R3.040","P1.05","P2.04",1,1,0,1
"1491318","R1.041","R2.088","R3.054","P1.05","P2.04",1,1,0,1
"1491332","R1.041","R2.088","R3.068","P1.05","P2.04",1,1,0,1
"1491341","R1.041","R2.088","R3.077","P1.05","P2.04",1,1,0,1
"1491504","R1.041","R2.089","R3.048","P1.05","P2.04",1,1,0,1
"1491514","R1.041","R2.089","R3.058","P1.05","P2.04",1,1,0,1
"1491649","R1.041","R2.090","R3.001","P1.05","P2.04",1,1,0,1
"1491720","R1.041","R2.090","R3.072","P1.05","P2.04",1,1,0,1
"1491723","R1.041","R2.090","R3.075","P1.05","P2.04",1,1,0,1
"1491741","R1.041","R2.090","R3.093","P1.05","P2.04",1,1,0,1
"1491868","R1.041","R2.091","R3.028","P1.05","P2.04",1,1,0,1
"1491876","R1.041","R2.091","R3.036","P1.05","P2.04",1,1,0,1
"1491913","R1.041","R2.091","R3.073","P1.05","P2.04",1,1,0,1
"1491915","R1.041","R2.091","R3.075","P1.05","P2.04",1,1,0,1
"1492069","R1.041","R2.092","R3.037","P1.05","P2.04",1,1,0,1
"1492269","R1.041","R2.093","R3.045","P1.05","P2.04",1,1,0,1
"1492436","R1.041","R2.094","R3.020","P1.05","P2.04",1,1,0,1
"1492491","R1.041","R2.094","R3.075","P1.05","P2.04",1,1,0,1
"1492504","R1.041","R2.094","R3.088","P1.05","P2.04",1,1,0,1
"1492669","R1.041","R2.095","R3.061","P1.05","P2.04",1,1,0,1
"1492836","R1.041","R2.096","R3.036","P1.05","P2.04",2,2,0,2
"1511452","R1.042","R2.001","R3.028","P1.05","P2.04",1,1,0,1
"1511516","R1.042","R2.001","R3.092","P1.05","P2.04",1,2,0.5,1
"1511818","R1.042","R2.003","R3.010","P1.05","P2.04",1,1,0,1
"1511862","R1.042","R2.003","R3.054","P1.05","P2.04",1,1,0,1
"1512041","R1.042","R2.004","R3.041","P1.05","P2.04",1,1,0,1
"1512579","R1.042","R2.007","R3.003","P1.05","P2.04",1,1,0,1
"1512585","R1.042","R2.007","R3.009","P1.05","P2.04",1,1,0,1
"1513437","R1.042","R2.011","R3.093","P1.05","P2.04",1,1,0,1
"1514184","R1.042","R2.015","R3.072","P1.05","P2.04",1,1,0,1
"1514365","R1.042","R2.016","R3.061","P1.05","P2.04",1,2,0.5,1
"1514379","R1.042","R2.016","R3.075","P1.05","P2.04",1,1,0,1
"1514385","R1.042","R2.016","R3.081","P1.05","P2.04",1,1,0,1
"1514506","R1.042","R2.017","R3.010","P1.05","P2.04",1,1,0,1
"1514573","R1.042","R2.017","R3.077","P1.05","P2.04",1,1,0,1
"1514711","R1.042","R2.018","R3.023","P1.05","P2.04",1,1,0,1
"1514752","R1.042","R2.018","R3.064","P1.05","P2.04",1,1,0,1
"1514891","R1.042","R2.019","R3.011","P1.05","P2.04",1,1,0,1
"1514895","R1.042","R2.019","R3.015","P1.05","P2.04",1,1,0,1
"1514919","R1.042","R2.019","R3.039","P1.05","P2.04",1,1,0,1
"1514928","R1.042","R2.019","R3.048","P1.05","P2.04",1,1,0,1
"1515309","R1.042","R2.021","R3.045","P1.05","P2.04",3,3,0,3
"1515683","R1.042","R2.023","R3.035","P1.05","P2.04",1,1,0,1
"1515878","R1.042","R2.024","R3.038","P1.05","P2.04",1,1,0,1
"1516035","R1.042","R2.025","R3.003","P1.05","P2.04",1,1,0,1
"1516082","R1.042","R2.025","R3.050","P1.05","P2.04",1,1,0,1
"1516251","R1.042","R2.026","R3.027","P1.05","P2.04",1,1,0,1
"1516493","R1.042","R2.027","R3.077","P1.05","P2.04",1,1,0,1
"1516865","R1.042","R2.029","R3.065","P1.05","P2.04",1,2,0.5,1
"1517018","R1.042","R2.030","R3.026","P1.05","P2.04",1,1,0,1
"1517403","R1.042","R2.032","R3.027","P1.05","P2.04",1,1,0,1
"1517604","R1.042","R2.033","R3.036","P1.05","P2.04",1,1,0,1
"1517609","R1.042","R2.033","R3.041","P1.05","P2.04",1,1,0,1
"1517620","R1.042","R2.033","R3.052","P1.05","P2.04",1,1,0,1
"1517647","R1.042","R2.033","R3.079","P1.05","P2.04",1,2,0.5,1
"1517835","R1.042","R2.034","R3.075","P1.05","P2.04",1,3,0.666666666666667,1
"1518191","R1.042","R2.036","R3.047","P1.05","P2.04",1,1,0,1
"1518339","R1.042","R2.037","R3.003","P1.05","P2.04",1,1,0,1
"1518341","R1.042","R2.037","R3.005","P1.05","P2.04",1,1,0,1
"1518347","R1.042","R2.037","R3.011","P1.05","P2.04",1,1,0,1
"1518416","R1.042","R2.037","R3.080","P1.05","P2.04",1,1,0,1
"1518535","R1.042","R2.038","R3.007","P1.05","P2.04",1,1,0,1
"1519360","R1.042","R2.042","R3.064","P1.05","P2.04",1,1,0,1
"1519683","R1.042","R2.044","R3.003","P1.05","P2.04",1,1,0,1
"1519747","R1.042","R2.044","R3.067","P1.05","P2.04",1,1,0,1
"1519956","R1.042","R2.045","R3.084","P1.05","P2.04",1,1,0,1
"1520066","R1.042","R2.046","R3.002","P1.05","P2.04",1,1,0,1
"1520271","R1.042","R2.047","R3.015","P1.05","P2.04",3,3,0,3
"1520343","R1.042","R2.047","R3.087","P1.05","P2.04",2,3,0.333333333333333,3
"1520453","R1.042","R2.048","R3.005","P1.05","P2.04",1,1,0,1
"1520669","R1.042","R2.049","R3.029","P1.05","P2.04",1,1,0,1
"1520839","R1.042","R2.050","R3.007","P1.05","P2.04",1,1,0,1
"1520845","R1.042","R2.050","R3.013","P1.05","P2.04",1,1,0,1
"1520870","R1.042","R2.050","R3.038","P1.05","P2.04",1,1,0,1
"1521091","R1.042","R2.051","R3.067","P1.05","P2.04",1,1,0,1
"1521118","R1.042","R2.051","R3.094","P1.05","P2.04",1,1,0,1
"1521270","R1.042","R2.052","R3.054","P1.05","P2.04",1,1,0,1
"1521444","R1.042","R2.053","R3.036","P1.05","P2.04",1,1,0,1
"1521817","R1.042","R2.055","R3.025","P1.05","P2.04",1,1,0,1
"1522031","R1.042","R2.056","R3.047","P1.05","P2.04",1,1,0,1
"1522067","R1.042","R2.056","R3.083","P1.05","P2.04",1,3,0.666666666666667,1
"1522245","R1.042","R2.057","R3.069","P1.05","P2.04",1,1,0,1
"1522246","R1.042","R2.057","R3.070","P1.05","P2.04",1,2,0.5,1
"1522597","R1.042","R2.059","R3.037","P1.05","P2.04",1,1,0,1
"1522615","R1.042","R2.059","R3.055","P1.05","P2.04",1,1,0,1
"1522647","R1.042","R2.059","R3.087","P1.05","P2.04",1,1,0,1
"1522755","R1.042","R2.060","R3.003","P1.05","P2.04",1,1,0,1
"1522813","R1.042","R2.060","R3.061","P1.05","P2.04",1,1,0,1
"1522973","R1.042","R2.061","R3.029","P1.05","P2.04",1,1,0,1
"1523718","R1.042","R2.065","R3.006","P1.05","P2.04",1,1,0,1
"1523783","R1.042","R2.065","R3.071","P1.05","P2.04",1,2,0.5,1
"1523940","R1.042","R2.066","R3.036","P1.05","P2.04",1,1,0,1
"1524292","R1.042","R2.068","R3.004","P1.05","P2.04",1,1,0,1
"1524524","R1.042","R2.069","R3.044","P1.05","P2.04",1,1,0,1
"1524535","R1.042","R2.069","R3.055","P1.05","P2.04",1,1,0,1
"1524709","R1.042","R2.070","R3.037","P1.05","P2.04",2,2,0,2
"1524710","R1.042","R2.070","R3.038","P1.05","P2.04",1,1,0,1
"1525108","R1.042","R2.072","R3.052","P1.05","P2.04",2,2,0,2
"1525131","R1.042","R2.072","R3.075","P1.05","P2.04",1,1,0,1
"1525293","R1.042","R2.073","R3.045","P1.05","P2.04",2,2,0,2
"1525305","R1.042","R2.073","R3.057","P1.05","P2.04",1,1,0,1
"1525328","R1.042","R2.073","R3.080","P1.05","P2.04",1,1,0,1
"1525461","R1.042","R2.074","R3.021","P1.05","P2.04",2,3,0.333333333333333,3
"1525528","R1.042","R2.074","R3.088","P1.05","P2.04",1,1,0,1
"1525846","R1.042","R2.076","R3.022","P1.05","P2.04",1,1,0,1
"1525858","R1.042","R2.076","R3.034","P1.05","P2.04",2,2,0,2
"1525862","R1.042","R2.076","R3.038","P1.05","P2.04",1,2,0.5,1
"1525900","R1.042","R2.076","R3.076","P1.05","P2.04",1,1,0,1
"1526063","R1.042","R2.077","R3.047","P1.05","P2.04",1,1,0,1
"1526228","R1.042","R2.078","R3.020","P1.05","P2.04",1,1,0,1
"1526455","R1.042","R2.079","R3.055","P1.05","P2.04",1,1,0,1
"1526625","R1.042","R2.080","R3.033","P1.05","P2.04",1,1,0,1
"1526858","R1.042","R2.081","R3.074","P1.05","P2.04",1,1,0,1
"1526984","R1.042","R2.082","R3.008","P1.05","P2.04",1,2,0.5,1
"1527555","R1.042","R2.085","R3.003","P1.05","P2.04",1,1,0,1
"1527563","R1.042","R2.085","R3.011","P1.05","P2.04",1,1,0,1
"1527638","R1.042","R2.085","R3.086","P1.05","P2.04",1,1,0,1
"1527765","R1.042","R2.086","R3.021","P1.05","P2.04",1,1,0,1
"1527827","R1.042","R2.086","R3.083","P1.05","P2.04",1,1,0,1
"1527978","R1.042","R2.087","R3.042","P1.05","P2.04",1,2,0.5,1
"1528195","R1.042","R2.088","R3.067","P1.05","P2.04",1,1,0,1
"1528206","R1.042","R2.088","R3.078","P1.05","P2.04",1,1,0,1
"1528528","R1.042","R2.090","R3.016","P1.05","P2.04",1,1,0,1
"1528538","R1.042","R2.090","R3.026","P1.05","P2.04",1,1,0,1
"1528542","R1.042","R2.090","R3.030","P1.05","P2.04",1,1,0,1
"1528585","R1.042","R2.090","R3.073","P1.05","P2.04",1,1,0,1
"1528899","R1.042","R2.092","R3.003","P1.05","P2.04",1,1,0,1
"1528952","R1.042","R2.092","R3.056","P1.05","P2.04",1,1,0,1
"1529173","R1.042","R2.093","R3.085","P1.05","P2.04",1,1,0,1
"1529308","R1.042","R2.094","R3.028","P1.05","P2.04",1,2,0.5,1
"1529494","R1.042","R2.095","R3.022","P1.05","P2.04",1,1,0,1
"1529535","R1.042","R2.095","R3.063","P1.05","P2.04",1,1,0,1
"1529677","R1.042","R2.096","R3.013","P1.05","P2.04",1,1,0,1
"1548372","R1.043","R2.001","R3.084","P1.05","P2.04",1,1,0,1
"1548517","R1.043","R2.002","R3.037","P1.05","P2.04",2,2,0,2
"1548555","R1.043","R2.002","R3.075","P1.05","P2.04",1,1,0,1
"1548729","R1.043","R2.003","R3.057","P1.05","P2.04",1,1,0,1
"1548903","R1.043","R2.004","R3.039","P1.05","P2.04",1,1,0,1
"1548955","R1.043","R2.004","R3.091","P1.05","P2.04",1,1,0,1
"1549065","R1.043","R2.005","R3.009","P1.05","P2.04",1,1,0,1
"1549108","R1.043","R2.005","R3.052","P1.05","P2.04",1,1,0,1
"1549145","R1.043","R2.005","R3.089","P1.05","P2.04",1,1,0,1
"1549664","R1.043","R2.008","R3.032","P1.05","P2.04",1,1,0,1
"1549712","R1.043","R2.008","R3.080","P1.05","P2.04",2,2,0,2
"1550073","R1.043","R2.010","R3.057","P1.05","P2.04",1,3,0.666666666666667,1
"1550494","R1.043","R2.012","R3.094","P1.05","P2.04",1,1,0,1
"1551015","R1.043","R2.015","R3.039","P1.05","P2.04",1,1,0,1
"1551022","R1.043","R2.015","R3.046","P1.05","P2.04",1,1,0,1
"1551033","R1.043","R2.015","R3.057","P1.05","P2.04",1,1,0,1
"1551178","R1.043","R2.016","R3.010","P1.05","P2.04",1,3,0.666666666666667,1
"1551573","R1.043","R2.018","R3.021","P1.05","P2.04",1,1,0,1
"1551647","R1.043","R2.018","R3.095","P1.05","P2.04",1,1,0,1
"1551753","R1.043","R2.019","R3.009","P1.05","P2.04",2,2,0,2
"1551754","R1.043","R2.019","R3.010","P1.05","P2.04",1,2,0.5,1
"1551755","R1.043","R2.019","R3.011","P1.05","P2.04",2,2,0,2
"1551763","R1.043","R2.019","R3.019","P1.05","P2.04",1,1,0,1
"1551815","R1.043","R2.019","R3.071","P1.05","P2.04",1,1,0,1
