"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"117126","R1.004","R2.035","R3.006","P1.05","P2.04",1,2,0.5,1
"117374","R1.004","R2.036","R3.062","P1.05","P2.04",1,1,0,1
"117521","R1.004","R2.037","R3.017","P1.05","P2.04",1,2,0.5,1
"117932","R1.004","R2.039","R3.044","P1.05","P2.04",1,1,0,1
"117979","R1.004","R2.039","R3.091","P1.05","P2.04",1,1,0,1
"118117","R1.004","R2.040","R3.037","P1.05","P2.04",1,1,0,1
"118279","R1.004","R2.041","R3.007","P1.05","P2.04",1,1,0,1
"118497","R1.004","R2.042","R3.033","P1.05","P2.04",1,1,0,1
"118516","R1.004","R2.042","R3.052","P1.05","P2.04",1,1,0,1
"118521","R1.004","R2.042","R3.057","P1.05","P2.04",1,1,0,1
"118669","R1.004","R2.043","R3.013","P1.05","P2.04",1,1,0,1
"118696","R1.004","R2.043","R3.040","P1.05","P2.04",1,1,0,1
"118722","R1.004","R2.043","R3.066","P1.05","P2.04",1,1,0,1
"118899","R1.004","R2.044","R3.051","P1.05","P2.04",1,1,0,1
"119054","R1.004","R2.045","R3.014","P1.05","P2.04",1,1,0,1
"119072","R1.004","R2.045","R3.032","P1.05","P2.04",2,3,0.333333333333333,3
"119081","R1.004","R2.045","R3.041","P1.05","P2.04",1,1,0,1
"119281","R1.004","R2.046","R3.049","P1.05","P2.04",1,1,0,1
"119815","R1.004","R2.049","R3.007","P1.05","P2.04",2,2,0,2
"119839","R1.004","R2.049","R3.031","P1.05","P2.04",1,1,0,1
"119870","R1.004","R2.049","R3.062","P1.05","P2.04",1,1,0,1
"119880","R1.004","R2.049","R3.072","P1.05","P2.04",1,1,0,1
"120049","R1.004","R2.050","R3.049","P1.05","P2.04",1,1,0,1
"120229","R1.004","R2.051","R3.037","P1.05","P2.04",1,1,0,1
"120244","R1.004","R2.051","R3.052","P1.05","P2.04",1,1,0,1
"120853","R1.004","R2.054","R3.085","P1.05","P2.04",1,2,0.5,1
"121028","R1.004","R2.055","R3.068","P1.05","P2.04",1,1,0,1
"121164","R1.004","R2.056","R3.012","P1.05","P2.04",1,1,0,1
"121224","R1.004","R2.056","R3.072","P1.05","P2.04",1,1,0,1
"121398","R1.004","R2.057","R3.054","P1.05","P2.04",1,2,0.5,1
"121631","R1.004","R2.058","R3.095","P1.05","P2.04",1,1,0,1
"121773","R1.004","R2.059","R3.045","P1.05","P2.04",1,1,0,1
"121783","R1.004","R2.059","R3.055","P1.05","P2.04",2,2,0,2
"121940","R1.004","R2.060","R3.020","P1.05","P2.04",1,1,0,1
"121977","R1.004","R2.060","R3.057","P1.05","P2.04",1,1,0,1
"122123","R1.004","R2.061","R3.011","P1.05","P2.04",1,1,0,1
"122326","R1.004","R2.062","R3.022","P1.05","P2.04",1,1,0,1
"122331","R1.004","R2.062","R3.027","P1.05","P2.04",1,1,0,1
"122333","R1.004","R2.062","R3.029","P1.05","P2.04",1,2,0.5,1
"122347","R1.004","R2.062","R3.043","P1.05","P2.04",1,1,0,1
"122378","R1.004","R2.062","R3.074","P1.05","P2.04",1,1,0,1
"122379","R1.004","R2.062","R3.075","P1.05","P2.04",1,1,0,1
"122398","R1.004","R2.062","R3.094","P1.05","P2.04",1,1,0,1
"122507","R1.004","R2.063","R3.011","P1.05","P2.04",2,3,0.333333333333333,3
"122556","R1.004","R2.063","R3.060","P1.05","P2.04",1,2,0.5,1
"122689","R1.004","R2.064","R3.001","P1.05","P2.04",1,1,0,1
"122744","R1.004","R2.064","R3.056","P1.05","P2.04",1,1,0,1
"122762","R1.004","R2.064","R3.074","P1.05","P2.04",1,1,0,1
"122966","R1.004","R2.065","R3.086","P1.05","P2.04",1,1,0,1
"122968","R1.004","R2.065","R3.088","P1.05","P2.04",1,3,0.666666666666667,1
"123083","R1.004","R2.066","R3.011","P1.05","P2.04",2,2,0,2
"123265","R1.004","R2.067","R3.001","P1.05","P2.04",1,1,0,1
"123296","R1.004","R2.067","R3.032","P1.05","P2.04",1,1,0,1
"123356","R1.004","R2.067","R3.092","P1.05","P2.04",1,1,0,1
"123358","R1.004","R2.067","R3.094","P1.05","P2.04",1,1,0,1
"123505","R1.004","R2.068","R3.049","P1.05","P2.04",1,1,0,1
"123725","R1.004","R2.069","R3.077","P1.05","P2.04",1,1,0,1
"123879","R1.004","R2.070","R3.039","P1.05","P2.04",1,1,0,1
"123912","R1.004","R2.070","R3.072","P1.05","P2.04",2,2,0,2
"124057","R1.004","R2.071","R3.025","P1.05","P2.04",1,1,0,1
"124254","R1.004","R2.072","R3.030","P1.05","P2.04",1,1,0,1
"124299","R1.004","R2.072","R3.075","P1.05","P2.04",1,1,0,1
"124431","R1.004","R2.073","R3.015","P1.05","P2.04",1,2,0.5,1
"124446","R1.004","R2.073","R3.030","P1.05","P2.04",1,1,0,1
"124479","R1.004","R2.073","R3.063","P1.05","P2.04",1,1,0,1
"124504","R1.004","R2.073","R3.088","P1.05","P2.04",1,1,0,1
"124829","R1.004","R2.075","R3.029","P1.05","P2.04",1,1,0,1
"124834","R1.004","R2.075","R3.034","P1.05","P2.04",1,1,0,1
"124851","R1.004","R2.075","R3.051","P1.05","P2.04",3,4,0.25,7
"124862","R1.004","R2.075","R3.062","P1.05","P2.04",1,2,0.5,1
"124893","R1.004","R2.075","R3.093","P1.05","P2.04",1,1,0,1
"125074","R1.004","R2.076","R3.082","P1.05","P2.04",1,1,0,1
"125250","R1.004","R2.077","R3.066","P1.05","P2.04",1,2,0.5,1
"125258","R1.004","R2.077","R3.074","P1.05","P2.04",1,2,0.5,1
"125445","R1.004","R2.078","R3.069","P1.05","P2.04",1,1,0,1
"125636","R1.004","R2.079","R3.068","P1.05","P2.04",1,1,0,1
"125984","R1.004","R2.081","R3.032","P1.05","P2.04",1,1,0,1
"125989","R1.004","R2.081","R3.037","P1.05","P2.04",1,1,0,1
"125994","R1.004","R2.081","R3.042","P1.05","P2.04",1,1,0,1
"126003","R1.004","R2.081","R3.051","P1.05","P2.04",1,1,0,1
"126221","R1.004","R2.082","R3.077","P1.05","P2.04",2,2,0,2
"126380","R1.004","R2.083","R3.044","P1.05","P2.04",1,2,0.5,1
"126567","R1.004","R2.084","R3.039","P1.05","P2.04",1,1,0,1
"126605","R1.004","R2.084","R3.077","P1.05","P2.04",1,1,0,1
"126789","R1.004","R2.085","R3.069","P1.05","P2.04",1,2,0.5,1
"126796","R1.004","R2.085","R3.076","P1.05","P2.04",2,2,0,2
"126919","R1.004","R2.086","R3.007","P1.05","P2.04",1,1,0,1
"126949","R1.004","R2.086","R3.037","P1.05","P2.04",1,1,0,1
"127141","R1.004","R2.087","R3.037","P1.05","P2.04",1,1,0,1
"127553","R1.004","R2.089","R3.065","P1.05","P2.04",1,1,0,1
"127578","R1.004","R2.089","R3.090","P1.05","P2.04",1,2,0.5,1
"127710","R1.004","R2.090","R3.030","P1.05","P2.04",1,1,0,1
"127747","R1.004","R2.090","R3.067","P1.05","P2.04",1,1,0,1
"127758","R1.004","R2.090","R3.078","P1.05","P2.04",1,1,0,1
"127762","R1.004","R2.090","R3.082","P1.05","P2.04",2,2,0,2
"127925","R1.004","R2.091","R3.053","P1.05","P2.04",1,1,0,1
"127928","R1.004","R2.091","R3.056","P1.05","P2.04",1,1,0,1
"127954","R1.004","R2.091","R3.082","P1.05","P2.04",1,1,0,1
"128486","R1.004","R2.094","R3.038","P1.05","P2.04",1,1,0,1
"128734","R1.004","R2.095","R3.094","P1.05","P2.04",1,1,0,1
"128895","R1.004","R2.096","R3.063","P1.05","P2.04",1,1,0,1
"128899","R1.004","R2.096","R3.067","P1.05","P2.04",1,1,0,1
"147457","R1.005","R2.001","R3.001","P1.05","P2.04",1,1,0,1
"147460","R1.005","R2.001","R3.004","P1.05","P2.04",1,1,0,1
"147518","R1.005","R2.001","R3.062","P1.05","P2.04",1,1,0,1
"147671","R1.005","R2.002","R3.023","P1.05","P2.04",1,1,0,1
"147729","R1.005","R2.002","R3.081","P1.05","P2.04",1,1,0,1
"148061","R1.005","R2.004","R3.029","P1.05","P2.04",1,1,0,1
"148068","R1.005","R2.004","R3.036","P1.05","P2.04",1,1,0,1
"148309","R1.005","R2.005","R3.085","P1.05","P2.04",1,1,0,1
"148424","R1.005","R2.006","R3.008","P1.05","P2.04",1,1,0,1
"148642","R1.005","R2.007","R3.034","P1.05","P2.04",1,1,0,1
"148696","R1.005","R2.007","R3.088","P1.05","P2.04",1,1,0,1
"148830","R1.005","R2.008","R3.030","P1.05","P2.04",1,1,0,1
"148839","R1.005","R2.008","R3.039","P1.05","P2.04",2,3,0.333333333333333,3
"148853","R1.005","R2.008","R3.053","P1.05","P2.04",1,1,0,1
"149187","R1.005","R2.010","R3.003","P1.05","P2.04",1,1,0,1
"149250","R1.005","R2.010","R3.066","P1.05","P2.04",1,2,0.5,1
"149394","R1.005","R2.011","R3.018","P1.05","P2.04",1,1,0,1
"149449","R1.005","R2.011","R3.073","P1.05","P2.04",1,1,0,1
"149570","R1.005","R2.012","R3.002","P1.05","P2.04",1,1,0,1
"149583","R1.005","R2.012","R3.015","P1.05","P2.04",1,1,0,1
"149606","R1.005","R2.012","R3.038","P1.05","P2.04",1,1,0,1
"149643","R1.005","R2.012","R3.075","P1.05","P2.04",2,2,0,2
"150595","R1.005","R2.017","R3.067","P1.05","P2.04",1,1,0,1
"150758","R1.005","R2.018","R3.038","P1.05","P2.04",1,2,0.5,1
"150787","R1.005","R2.018","R3.067","P1.05","P2.04",1,1,0,1
"150941","R1.005","R2.019","R3.029","P1.05","P2.04",1,1,0,1
"150969","R1.005","R2.019","R3.057","P1.05","P2.04",1,2,0.5,1
"150989","R1.005","R2.019","R3.077","P1.05","P2.04",1,1,0,1
"150999","R1.005","R2.019","R3.087","P1.05","P2.04",1,1,0,1
"151122","R1.005","R2.020","R3.018","P1.05","P2.04",1,1,0,1
"151160","R1.005","R2.020","R3.056","P1.05","P2.04",2,2,0,2
"151329","R1.005","R2.021","R3.033","P1.05","P2.04",1,1,0,1
"151378","R1.005","R2.021","R3.082","P1.05","P2.04",1,1,0,1
"151506","R1.005","R2.022","R3.018","P1.05","P2.04",1,1,0,1
"151509","R1.005","R2.022","R3.021","P1.05","P2.04",1,1,0,1
"151764","R1.005","R2.023","R3.084","P1.05","P2.04",1,1,0,1
"151876","R1.005","R2.024","R3.004","P1.05","P2.04",1,1,0,1
"151947","R1.005","R2.024","R3.075","P1.05","P2.04",1,1,0,1
"151968","R1.005","R2.024","R3.096","P1.05","P2.04",1,1,0,1
"152112","R1.005","R2.025","R3.048","P1.05","P2.04",1,2,0.5,1
"152537","R1.005","R2.027","R3.089","P1.05","P2.04",1,1,0,1
"152668","R1.005","R2.028","R3.028","P1.05","P2.04",1,1,0,1
"152678","R1.005","R2.028","R3.038","P1.05","P2.04",1,1,0,1
"153111","R1.005","R2.030","R3.087","P1.05","P2.04",1,1,0,1
"153442","R1.005","R2.032","R3.034","P1.05","P2.04",1,1,0,1
"153651","R1.005","R2.033","R3.051","P1.05","P2.04",1,1,0,1
"153864","R1.005","R2.034","R3.072","P1.05","P2.04",1,1,0,1
"154237","R1.005","R2.036","R3.061","P1.05","P2.04",1,1,0,1
"154266","R1.005","R2.036","R3.090","P1.05","P2.04",1,2,0.5,1
"154385","R1.005","R2.037","R3.017","P1.05","P2.04",1,1,0,1
"154402","R1.005","R2.037","R3.034","P1.05","P2.04",1,1,0,1
"154439","R1.005","R2.037","R3.071","P1.05","P2.04",1,1,0,1
"154622","R1.005","R2.038","R3.062","P1.05","P2.04",1,1,0,1
"154953","R1.005","R2.040","R3.009","P1.05","P2.04",1,1,0,1
"155038","R1.005","R2.040","R3.094","P1.05","P2.04",1,1,0,1
"155166","R1.005","R2.041","R3.030","P1.05","P2.04",1,1,0,1
"155196","R1.005","R2.041","R3.060","P1.05","P2.04",1,1,0,1
"155997","R1.005","R2.045","R3.093","P1.05","P2.04",1,1,0,1
"156158","R1.005","R2.046","R3.062","P1.05","P2.04",1,1,0,1
"156306","R1.005","R2.047","R3.018","P1.05","P2.04",1,2,0.5,1
"156345","R1.005","R2.047","R3.057","P1.05","P2.04",1,1,0,1
"156493","R1.005","R2.048","R3.013","P1.05","P2.04",1,1,0,1
"156521","R1.005","R2.048","R3.041","P1.05","P2.04",1,1,0,1
"156763","R1.005","R2.049","R3.091","P1.05","P2.04",1,1,0,1
"156878","R1.005","R2.050","R3.014","P1.05","P2.04",1,1,0,1
"156882","R1.005","R2.050","R3.018","P1.05","P2.04",1,1,0,1
"156921","R1.005","R2.050","R3.057","P1.05","P2.04",1,1,0,1
"156935","R1.005","R2.050","R3.071","P1.05","P2.04",2,2,0,2
"156941","R1.005","R2.050","R3.077","P1.05","P2.04",1,1,0,1
"156955","R1.005","R2.050","R3.091","P1.05","P2.04",1,1,0,1
"157131","R1.005","R2.051","R3.075","P1.05","P2.04",1,1,0,1
"157647","R1.005","R2.054","R3.015","P1.05","P2.04",1,1,0,1
"158089","R1.005","R2.056","R3.073","P1.05","P2.04",1,1,0,1
"158216","R1.005","R2.057","R3.008","P1.05","P2.04",1,1,0,1
"158218","R1.005","R2.057","R3.010","P1.05","P2.04",1,1,0,1
"158241","R1.005","R2.057","R3.033","P1.05","P2.04",1,1,0,1
"158245","R1.005","R2.057","R3.037","P1.05","P2.04",1,1,0,1
"158251","R1.005","R2.057","R3.043","P1.05","P2.04",1,1,0,1
"158494","R1.005","R2.058","R3.094","P1.05","P2.04",1,1,0,1
"158638","R1.005","R2.059","R3.046","P1.05","P2.04",1,1,0,1
"158655","R1.005","R2.059","R3.063","P1.05","P2.04",1,1,0,1
"158662","R1.005","R2.059","R3.070","P1.05","P2.04",2,2,0,2
"158817","R1.005","R2.060","R3.033","P1.05","P2.04",1,1,0,1
"159025","R1.005","R2.061","R3.049","P1.05","P2.04",1,1,0,1
"159176","R1.005","R2.062","R3.008","P1.05","P2.04",1,1,0,1
"159374","R1.005","R2.063","R3.014","P1.05","P2.04",1,1,0,1
"159379","R1.005","R2.063","R3.019","P1.05","P2.04",1,1,0,1
"159380","R1.005","R2.063","R3.020","P1.05","P2.04",1,1,0,1
"159391","R1.005","R2.063","R3.031","P1.05","P2.04",1,2,0.5,1
"159413","R1.005","R2.063","R3.053","P1.05","P2.04",1,1,0,1
"159433","R1.005","R2.063","R3.073","P1.05","P2.04",1,1,0,1
"159775","R1.005","R2.065","R3.031","P1.05","P2.04",1,1,0,1
"159780","R1.005","R2.065","R3.036","P1.05","P2.04",1,1,0,1
"159787","R1.005","R2.065","R3.043","P1.05","P2.04",1,1,0,1
"159797","R1.005","R2.065","R3.053","P1.05","P2.04",1,1,0,1
"159803","R1.005","R2.065","R3.059","P1.05","P2.04",1,1,0,1
"159826","R1.005","R2.065","R3.082","P1.05","P2.04",1,1,0,1
"159957","R1.005","R2.066","R3.021","P1.05","P2.04",1,1,0,1
"160158","R1.005","R2.067","R3.030","P1.05","P2.04",1,1,0,1
"160160","R1.005","R2.067","R3.032","P1.05","P2.04",1,1,0,1
"160180","R1.005","R2.067","R3.052","P1.05","P2.04",1,2,0.5,1
"160322","R1.005","R2.068","R3.002","P1.05","P2.04",1,1,0,1
"160395","R1.005","R2.068","R3.075","P1.05","P2.04",1,1,0,1
"160517","R1.005","R2.069","R3.005","P1.05","P2.04",1,1,0,1
"160549","R1.005","R2.069","R3.037","P1.05","P2.04",1,1,0,1
"160578","R1.005","R2.069","R3.066","P1.05","P2.04",1,1,0,1
"160590","R1.005","R2.069","R3.078","P1.05","P2.04",1,1,0,1
"160593","R1.005","R2.069","R3.081","P1.05","P2.04",1,1,0,1
"160715","R1.005","R2.070","R3.011","P1.05","P2.04",1,1,0,1
"160726","R1.005","R2.070","R3.022","P1.05","P2.04",1,1,0,1
"160919","R1.005","R2.071","R3.023","P1.05","P2.04",1,1,0,1
"160932","R1.005","R2.071","R3.036","P1.05","P2.04",1,1,0,1
"160957","R1.005","R2.071","R3.061","P1.05","P2.04",1,2,0.5,1
"161123","R1.005","R2.072","R3.035","P1.05","P2.04",1,2,0.5,1
"161287","R1.005","R2.073","R3.007","P1.05","P2.04",1,1,0,1
"161473","R1.005","R2.074","R3.001","P1.05","P2.04",1,3,0.666666666666667,1
"161478","R1.005","R2.074","R3.006","P1.05","P2.04",1,1,0,1
"161682","R1.005","R2.075","R3.018","P1.05","P2.04",1,1,0,1
"161911","R1.005","R2.076","R3.055","P1.05","P2.04",1,1,0,1
"162279","R1.005","R2.078","R3.039","P1.05","P2.04",1,1,0,1
"162460","R1.005","R2.079","R3.028","P1.05","P2.04",2,3,0.333333333333333,3
"162635","R1.005","R2.080","R3.011","P1.05","P2.04",1,1,0,1
"162821","R1.005","R2.081","R3.005","P1.05","P2.04",1,1,0,1
"162851","R1.005","R2.081","R3.035","P1.05","P2.04",1,1,0,1
"162871","R1.005","R2.081","R3.055","P1.05","P2.04",1,1,0,1
"162877","R1.005","R2.081","R3.061","P1.05","P2.04",1,1,0,1
"163009","R1.005","R2.082","R3.001","P1.05","P2.04",1,3,0.666666666666667,1
"163055","R1.005","R2.082","R3.047","P1.05","P2.04",1,1,0,1
"163087","R1.005","R2.082","R3.079","P1.05","P2.04",1,2,0.5,1
"163205","R1.005","R2.083","R3.005","P1.05","P2.04",1,1,0,1
"163228","R1.005","R2.083","R3.028","P1.05","P2.04",1,1,0,1
"163230","R1.005","R2.083","R3.030","P1.05","P2.04",2,2,0,2
"163232","R1.005","R2.083","R3.032","P1.05","P2.04",1,1,0,1
"163262","R1.005","R2.083","R3.062","P1.05","P2.04",2,2,0,2
"163432","R1.005","R2.084","R3.040","P1.05","P2.04",1,1,0,1
"163463","R1.005","R2.084","R3.071","P1.05","P2.04",1,1,0,1
"163479","R1.005","R2.084","R3.087","P1.05","P2.04",1,1,0,1
"163637","R1.005","R2.085","R3.053","P1.05","P2.04",1,1,0,1
"163672","R1.005","R2.085","R3.088","P1.05","P2.04",1,1,0,1
"163674","R1.005","R2.085","R3.090","P1.05","P2.04",1,1,0,1
"163811","R1.005","R2.086","R3.035","P1.05","P2.04",1,1,0,1
"164188","R1.005","R2.088","R3.028","P1.05","P2.04",1,1,0,1
"164189","R1.005","R2.088","R3.029","P1.05","P2.04",1,1,0,1
"164210","R1.005","R2.088","R3.050","P1.05","P2.04",1,1,0,1
"164569","R1.005","R2.090","R3.025","P1.05","P2.04",1,1,0,1
"164607","R1.005","R2.090","R3.063","P1.05","P2.04",1,1,0,1
"164625","R1.005","R2.090","R3.081","P1.05","P2.04",1,1,0,1
"164932","R1.005","R2.092","R3.004","P1.05","P2.04",1,1,0,1
"164940","R1.005","R2.092","R3.012","P1.05","P2.04",1,1,0,1
"164968","R1.005","R2.092","R3.040","P1.05","P2.04",1,1,0,1
"164993","R1.005","R2.092","R3.065","P1.05","P2.04",1,1,0,1
"165130","R1.005","R2.093","R3.010","P1.05","P2.04",1,1,0,1
"165144","R1.005","R2.093","R3.024","P1.05","P2.04",1,1,0,1
"165164","R1.005","R2.093","R3.044","P1.05","P2.04",1,1,0,1
"165381","R1.005","R2.094","R3.069","P1.05","P2.04",1,1,0,1
"165387","R1.005","R2.094","R3.075","P1.05","P2.04",1,1,0,1
"165563","R1.005","R2.095","R3.059","P1.05","P2.04",1,1,0,1
"165589","R1.005","R2.095","R3.085","P1.05","P2.04",1,1,0,1
"165789","R1.005","R2.096","R3.093","P1.05","P2.04",1,1,0,1
"184572","R1.006","R2.002","R3.060","P1.05","P2.04",2,2,0,2
"184756","R1.006","R2.003","R3.052","P1.05","P2.04",1,1,0,1
"185100","R1.006","R2.005","R3.012","P1.05","P2.04",3,3,0,3
"185145","R1.006","R2.005","R3.057","P1.05","P2.04",1,1,0,1
"185177","R1.006","R2.005","R3.089","P1.05","P2.04",1,2,0.5,1
"185299","R1.006","R2.006","R3.019","P1.05","P2.04",1,2,0.5,1
"185334","R1.006","R2.006","R3.054","P1.05","P2.04",1,2,0.5,1
"185489","R1.006","R2.007","R3.017","P1.05","P2.04",1,1,0,1
"186281","R1.006","R2.011","R3.041","P1.05","P2.04",1,1,0,1
"186307","R1.006","R2.011","R3.067","P1.05","P2.04",1,1,0,1
"186522","R1.006","R2.012","R3.090","P1.05","P2.04",1,1,0,1
"186651","R1.006","R2.013","R3.027","P1.05","P2.04",1,1,0,1
"186662","R1.006","R2.013","R3.038","P1.05","P2.04",1,1,0,1
"186882","R1.006","R2.014","R3.066","P1.05","P2.04",1,1,0,1
"187034","R1.006","R2.015","R3.026","P1.05","P2.04",1,1,0,1
"187071","R1.006","R2.015","R3.063","P1.05","P2.04",1,1,0,1
"187250","R1.006","R2.016","R3.050","P1.05","P2.04",1,1,0,1
"187446","R1.006","R2.017","R3.054","P1.05","P2.04",1,1,0,1
"187620","R1.006","R2.018","R3.036","P1.05","P2.04",1,1,0,1
"188001","R1.006","R2.020","R3.033","P1.05","P2.04",1,1,0,1
"188007","R1.006","R2.020","R3.039","P1.05","P2.04",1,1,0,1
"188063","R1.006","R2.020","R3.095","P1.05","P2.04",2,2,0,2
"188169","R1.006","R2.021","R3.009","P1.05","P2.04",1,1,0,1
"188241","R1.006","R2.021","R3.081","P1.05","P2.04",1,1,0,1
"188255","R1.006","R2.021","R3.095","P1.05","P2.04",1,1,0,1
"188386","R1.006","R2.022","R3.034","P1.05","P2.04",1,1,0,1
"188397","R1.006","R2.022","R3.045","P1.05","P2.04",1,1,0,1
"188979","R1.006","R2.025","R3.051","P1.05","P2.04",1,1,0,1
"189123","R1.006","R2.026","R3.003","P1.05","P2.04",1,1,0,1
"189168","R1.006","R2.026","R3.048","P1.05","P2.04",1,1,0,1
"189317","R1.006","R2.027","R3.005","P1.05","P2.04",1,1,0,1
"189371","R1.006","R2.027","R3.059","P1.05","P2.04",1,1,0,1
"189524","R1.006","R2.028","R3.020","P1.05","P2.04",1,1,0,1
"189598","R1.006","R2.028","R3.094","P1.05","P2.04",1,1,0,1
"189725","R1.006","R2.029","R3.029","P1.05","P2.04",1,1,0,1
"189742","R1.006","R2.029","R3.046","P1.05","P2.04",1,1,0,1
"190121","R1.006","R2.031","R3.041","P1.05","P2.04",1,1,0,1
"190313","R1.006","R2.032","R3.041","P1.05","P2.04",1,1,0,1
"190325","R1.006","R2.032","R3.053","P1.05","P2.04",1,1,0,1
"190725","R1.006","R2.034","R3.069","P1.05","P2.04",1,1,0,1
"190734","R1.006","R2.034","R3.078","P1.05","P2.04",1,1,0,1
"190740","R1.006","R2.034","R3.084","P1.05","P2.04",1,2,0.5,1
"190883","R1.006","R2.035","R3.035","P1.05","P2.04",2,3,0.333333333333333,3
"190929","R1.006","R2.035","R3.081","P1.05","P2.04",1,3,0.666666666666667,1
"191043","R1.006","R2.036","R3.003","P1.05","P2.04",4,4,0,4
"191051","R1.006","R2.036","R3.011","P1.05","P2.04",1,1,0,1
"191251","R1.006","R2.037","R3.019","P1.05","P2.04",1,1,0,1
"191275","R1.006","R2.037","R3.043","P1.05","P2.04",1,1,0,1
"191277","R1.006","R2.037","R3.045","P1.05","P2.04",2,2,0,2
"191282","R1.006","R2.037","R3.050","P1.05","P2.04",1,1,0,1
"191311","R1.006","R2.037","R3.079","P1.05","P2.04",1,1,0,1
"191495","R1.006","R2.038","R3.071","P1.05","P2.04",1,1,0,1
"191631","R1.006","R2.039","R3.015","P1.05","P2.04",1,1,0,1
"191654","R1.006","R2.039","R3.038","P1.05","P2.04",1,1,0,1
"192043","R1.006","R2.041","R3.043","P1.05","P2.04",1,1,0,1
"192055","R1.006","R2.041","R3.055","P1.05","P2.04",1,1,0,1
"192211","R1.006","R2.042","R3.019","P1.05","P2.04",1,1,0,1
"192261","R1.006","R2.042","R3.069","P1.05","P2.04",1,1,0,1
"192281","R1.006","R2.042","R3.089","P1.05","P2.04",1,1,0,1
"192286","R1.006","R2.042","R3.094","P1.05","P2.04",1,1,0,1
"192418","R1.006","R2.043","R3.034","P1.05","P2.04",1,1,0,1
"192421","R1.006","R2.043","R3.037","P1.05","P2.04",1,1,0,1
"192658","R1.006","R2.044","R3.082","P1.05","P2.04",1,1,0,1
"192786","R1.006","R2.045","R3.018","P1.05","P2.04",1,1,0,1
"192804","R1.006","R2.045","R3.036","P1.05","P2.04",1,1,0,1
"192840","R1.006","R2.045","R3.072","P1.05","P2.04",1,2,0.5,1
"192962","R1.006","R2.046","R3.002","P1.05","P2.04",1,1,0,1
"193206","R1.006","R2.047","R3.054","P1.05","P2.04",1,1,0,1
"193402","R1.006","R2.048","R3.058","P1.05","P2.04",1,1,0,1
"193568","R1.006","R2.049","R3.032","P1.05","P2.04",1,3,0.666666666666667,1
"193755","R1.006","R2.050","R3.027","P1.05","P2.04",1,1,0,1
"194123","R1.006","R2.052","R3.011","P1.05","P2.04",1,1,0,1
"194132","R1.006","R2.052","R3.020","P1.05","P2.04",1,1,0,1
"194185","R1.006","R2.052","R3.073","P1.05","P2.04",1,1,0,1
"194521","R1.006","R2.054","R3.025","P1.05","P2.04",1,1,0,1
"194689","R1.006","R2.055","R3.001","P1.05","P2.04",1,1,0,1
"195101","R1.006","R2.057","R3.029","P1.05","P2.04",3,3,0,3
"195105","R1.006","R2.057","R3.033","P1.05","P2.04",1,1,0,1
"195275","R1.006","R2.058","R3.011","P1.05","P2.04",1,1,0,1
"195282","R1.006","R2.058","R3.018","P1.05","P2.04",1,1,0,1
"195465","R1.006","R2.059","R3.009","P1.05","P2.04",1,1,0,1
"195503","R1.006","R2.059","R3.047","P1.05","P2.04",1,1,0,1
"195687","R1.006","R2.060","R3.039","P1.05","P2.04",1,1,0,1
"195868","R1.006","R2.061","R3.028","P1.05","P2.04",1,1,0,1
"196058","R1.006","R2.062","R3.026","P1.05","P2.04",1,1,0,1
"196229","R1.006","R2.063","R3.005","P1.05","P2.04",1,1,0,1
"196304","R1.006","R2.063","R3.080","P1.05","P2.04",1,1,0,1
"196309","R1.006","R2.063","R3.085","P1.05","P2.04",1,3,0.666666666666667,1
"196437","R1.006","R2.064","R3.021","P1.05","P2.04",1,1,0,1
"196447","R1.006","R2.064","R3.031","P1.05","P2.04",1,2,0.5,1
"196448","R1.006","R2.064","R3.032","P1.05","P2.04",1,1,0,1
"196637","R1.006","R2.065","R3.029","P1.05","P2.04",1,2,0.5,1
"196664","R1.006","R2.065","R3.056","P1.05","P2.04",1,1,0,1
"196682","R1.006","R2.065","R3.074","P1.05","P2.04",1,2,0.5,1
"196699","R1.006","R2.065","R3.091","P1.05","P2.04",1,1,0,1
"196834","R1.006","R2.066","R3.034","P1.05","P2.04",1,1,0,1
"196892","R1.006","R2.066","R3.092","P1.05","P2.04",1,1,0,1
"197454","R1.006","R2.069","R3.078","P1.05","P2.04",1,1,0,1
"197769","R1.006","R2.071","R3.009","P1.05","P2.04",1,2,0.5,1
"197777","R1.006","R2.071","R3.017","P1.05","P2.04",1,1,0,1
"197791","R1.006","R2.071","R3.031","P1.05","P2.04",1,1,0,1
"197802","R1.006","R2.071","R3.042","P1.05","P2.04",1,1,0,1
"197849","R1.006","R2.071","R3.089","P1.05","P2.04",1,2,0.5,1
"197974","R1.006","R2.072","R3.022","P1.05","P2.04",1,1,0,1
"198028","R1.006","R2.072","R3.076","P1.05","P2.04",1,1,0,1
"198173","R1.006","R2.073","R3.029","P1.05","P2.04",1,1,0,1
"198186","R1.006","R2.073","R3.042","P1.05","P2.04",1,1,0,1
"198365","R1.006","R2.074","R3.029","P1.05","P2.04",1,2,0.5,1
"198412","R1.006","R2.074","R3.076","P1.05","P2.04",2,2,0,2
"198615","R1.006","R2.075","R3.087","P1.05","P2.04",2,3,0.333333333333333,3
"198797","R1.006","R2.076","R3.077","P1.05","P2.04",1,1,0,1
"199109","R1.006","R2.078","R3.005","P1.05","P2.04",1,1,0,1
