"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"2581873","R1.071","R2.008","R3.049","P1.04","P2.04",1,1,0,1
"2582293","R1.071","R2.010","R3.085","P1.04","P2.04",1,1,0,1
"2582429","R1.071","R2.011","R3.029","P1.04","P2.04",1,1,0,1
"2582849","R1.071","R2.013","R3.065","P1.04","P2.04",1,1,0,1
"2583033","R1.071","R2.014","R3.057","P1.04","P2.04",1,1,0,1
"2583374","R1.071","R2.016","R3.014","P1.04","P2.04",16,17,0.0588235294117647,139
"2583409","R1.071","R2.016","R3.049","P1.04","P2.04",1,1,0,1
"2583441","R1.071","R2.016","R3.081","P1.04","P2.04",1,1,0,1
"2584393","R1.071","R2.021","R3.073","P1.04","P2.04",1,1,0,1
"2584412","R1.071","R2.021","R3.092","P1.04","P2.04",9,9,0,9
"2584414","R1.071","R2.021","R3.094","P1.04","P2.04",1,1,0,1
"2584571","R1.071","R2.022","R3.059","P1.04","P2.04",14,15,0.0666666666666667,107
"2584940","R1.071","R2.024","R3.044","P1.04","P2.04",1,1,0,1
"2584959","R1.071","R2.024","R3.063","P1.04","P2.04",1,2,0.5,1
"2584965","R1.071","R2.024","R3.069","P1.04","P2.04",1,1,0,1
"2584970","R1.071","R2.024","R3.074","P1.04","P2.04",13,14,0.0714285714285714,93
"2584983","R1.071","R2.024","R3.087","P1.04","P2.04",12,14,0.142857142857143,44
"2586107","R1.071","R2.030","R3.059","P1.04","P2.04",7,8,0.125,29
"2586486","R1.071","R2.032","R3.054","P1.04","P2.04",1,2,0.5,1
"2586508","R1.071","R2.032","R3.076","P1.04","P2.04",10,11,0.0909090909090909,57
"2586516","R1.071","R2.032","R3.084","P1.04","P2.04",11,12,0.0833333333333334,68
"2586521","R1.071","R2.032","R3.089","P1.04","P2.04",4,4,0,4
"2586900","R1.071","R2.034","R3.084","P1.04","P2.04",1,3,0.666666666666667,1
"2587020","R1.071","R2.035","R3.012","P1.04","P2.04",3,3,0,3
"2587086","R1.071","R2.035","R3.078","P1.04","P2.04",1,1,0,1
"2587288","R1.071","R2.036","R3.088","P1.04","P2.04",1,1,0,1
"2587810","R1.071","R2.039","R3.034","P1.04","P2.04",1,1,0,1
"2588035","R1.071","R2.040","R3.067","P1.04","P2.04",5,6,0.166666666666667,16
"2588378","R1.071","R2.042","R3.026","P1.04","P2.04",10,11,0.0909090909090909,57
"2588418","R1.071","R2.042","R3.066","P1.04","P2.04",8,9,0.111111111111111,37
"2588424","R1.071","R2.042","R3.072","P1.04","P2.04",1,1,0,1
"2588442","R1.071","R2.042","R3.090","P1.04","P2.04",1,1,0,1
"2588781","R1.071","R2.044","R3.045","P1.04","P2.04",13,14,0.0714285714285714,93
"2589156","R1.071","R2.046","R3.036","P1.04","P2.04",1,1,0,1
"2589579","R1.071","R2.048","R3.075","P1.04","P2.04",5,5,0,5
"2589737","R1.071","R2.049","R3.041","P1.04","P2.04",7,7,0,7
"2589897","R1.071","R2.050","R3.009","P1.04","P2.04",6,6,0,6
"2589925","R1.071","R2.050","R3.037","P1.04","P2.04",7,7,0,7
"2589961","R1.071","R2.050","R3.073","P1.04","P2.04",1,1,0,1
"2590323","R1.071","R2.052","R3.051","P1.04","P2.04",1,1,0,1
"2590496","R1.071","R2.053","R3.032","P1.04","P2.04",5,5,0,5
"2590658","R1.071","R2.054","R3.002","P1.04","P2.04",15,15,0,15
"2590699","R1.071","R2.054","R3.043","P1.04","P2.04",1,1,0,1
"2590718","R1.071","R2.054","R3.062","P1.04","P2.04",1,1,0,1
"2593375","R1.071","R2.068","R3.031","P1.04","P2.04",1,1,0,1
"2594345","R1.071","R2.073","R3.041","P1.04","P2.04",10,11,0.0909090909090909,57
"2594552","R1.071","R2.074","R3.056","P1.04","P2.04",1,1,0,1
"2594587","R1.071","R2.074","R3.091","P1.04","P2.04",1,1,0,1
"2595845","R1.071","R2.081","R3.005","P1.04","P2.04",1,1,0,1
"2595903","R1.071","R2.081","R3.063","P1.04","P2.04",1,1,0,1
"2596119","R1.071","R2.082","R3.087","P1.04","P2.04",1,2,0.5,1
"2596451","R1.071","R2.084","R3.035","P1.04","P2.04",1,1,0,1
"2617350","R1.072","R2.001","R3.006","P1.04","P2.04",7,7,0,7
"2617370","R1.072","R2.001","R3.026","P1.04","P2.04",1,1,0,1
"2617376","R1.072","R2.001","R3.032","P1.04","P2.04",1,1,0,1
"2617391","R1.072","R2.001","R3.047","P1.04","P2.04",1,1,0,1
"2617438","R1.072","R2.001","R3.094","P1.04","P2.04",1,1,0,1
"2618127","R1.072","R2.005","R3.015","P1.04","P2.04",1,1,0,1
"2618385","R1.072","R2.006","R3.081","P1.04","P2.04",10,12,0.166666666666667,32
"2619319","R1.072","R2.011","R3.055","P1.04","P2.04",12,12,0,12
"2619324","R1.072","R2.011","R3.060","P1.04","P2.04",12,12,0,12
"2619358","R1.072","R2.011","R3.094","P1.04","P2.04",1,1,0,1
"2620128","R1.072","R2.015","R3.096","P1.04","P2.04",1,1,0,1
"2620689","R1.072","R2.018","R3.081","P1.04","P2.04",1,1,0,1
"2621441","R1.072","R2.022","R3.065","P1.04","P2.04",6,7,0.142857142857143,22
"2621777","R1.072","R2.024","R3.017","P1.04","P2.04",8,9,0.111111111111111,37
"2621827","R1.072","R2.024","R3.067","P1.04","P2.04",1,1,0,1
"2622208","R1.072","R2.026","R3.064","P1.04","P2.04",1,1,0,1
"2623754","R1.072","R2.034","R3.074","P1.04","P2.04",1,1,0,1
"2623879","R1.072","R2.035","R3.007","P1.04","P2.04",11,12,0.0833333333333334,68
"2624281","R1.072","R2.037","R3.025","P1.04","P2.04",5,5,0,5
"2624282","R1.072","R2.037","R3.026","P1.04","P2.04",1,2,0.5,1
"2624648","R1.072","R2.039","R3.008","P1.04","P2.04",1,1,0,1
"2625481","R1.072","R2.043","R3.073","P1.04","P2.04",1,2,0.5,1
"2626796","R1.072","R2.050","R3.044","P1.04","P2.04",1,1,0,1
"2627367","R1.072","R2.053","R3.039","P1.04","P2.04",1,1,0,1
"2628112","R1.072","R2.057","R3.016","P1.04","P2.04",1,1,0,1
"2628132","R1.072","R2.057","R3.036","P1.04","P2.04",1,2,0.5,1
"2628729","R1.072","R2.060","R3.057","P1.04","P2.04",1,1,0,1
"2628756","R1.072","R2.060","R3.084","P1.04","P2.04",1,1,0,1
"2628907","R1.072","R2.061","R3.043","P1.04","P2.04",1,1,0,1
"2629116","R1.072","R2.062","R3.060","P1.04","P2.04",1,1,0,1
"2629137","R1.072","R2.062","R3.081","P1.04","P2.04",1,1,0,1
"2629310","R1.072","R2.063","R3.062","P1.04","P2.04",1,1,0,1
"2629513","R1.072","R2.064","R3.073","P1.04","P2.04",1,1,0,1
"2630047","R1.072","R2.067","R3.031","P1.04","P2.04",1,1,0,1
"2630086","R1.072","R2.067","R3.070","P1.04","P2.04",1,1,0,1
"2630108","R1.072","R2.067","R3.092","P1.04","P2.04",18,19,0.0526315789473685,174
"2630788","R1.072","R2.071","R3.004","P1.04","P2.04",1,1,0,1
"2631198","R1.072","R2.073","R3.030","P1.04","P2.04",1,1,0,1
"2631584","R1.072","R2.075","R3.032","P1.04","P2.04",3,3,0,3
"2631759","R1.072","R2.076","R3.015","P1.04","P2.04",1,1,0,1
"2631790","R1.072","R2.076","R3.046","P1.04","P2.04",4,4,0,4
"2632139","R1.072","R2.078","R3.011","P1.04","P2.04",3,3,0,3
"2632603","R1.072","R2.080","R3.091","P1.04","P2.04",13,15,0.133333333333333,51
"2632709","R1.072","R2.081","R3.005","P1.04","P2.04",1,2,0.5,1
"2632955","R1.072","R2.082","R3.059","P1.04","P2.04",1,1,0,1
"2633288","R1.072","R2.084","R3.008","P1.04","P2.04",1,1,0,1
"2633362","R1.072","R2.084","R3.082","P1.04","P2.04",1,1,0,1
"2634445","R1.072","R2.090","R3.013","P1.04","P2.04",5,6,0.166666666666667,16
"2634448","R1.072","R2.090","R3.016","P1.04","P2.04",1,1,0,1
"2634524","R1.072","R2.090","R3.092","P1.04","P2.04",1,1,0,1
"2634876","R1.072","R2.092","R3.060","P1.04","P2.04",9,10,0.1,47
"2655553","R1.073","R2.008","R3.001","P1.04","P2.04",1,1,0,1
"2655620","R1.073","R2.008","R3.068","P1.04","P2.04",19,19,0,19
"2655970","R1.073","R2.010","R3.034","P1.04","P2.04",2,2,0,2
"2655979","R1.073","R2.010","R3.043","P1.04","P2.04",1,1,0,1
"2656534","R1.073","R2.013","R3.022","P1.04","P2.04",1,2,0.5,1
"2656763","R1.073","R2.014","R3.059","P1.04","P2.04",1,1,0,1
"2657159","R1.073","R2.016","R3.071","P1.04","P2.04",1,2,0.5,1
"2657171","R1.073","R2.016","R3.083","P1.04","P2.04",3,4,0.25,7
"2657550","R1.073","R2.018","R3.078","P1.04","P2.04",1,2,0.5,1
"2657666","R1.073","R2.019","R3.002","P1.04","P2.04",1,2,0.5,1
"2657866","R1.073","R2.020","R3.010","P1.04","P2.04",1,2,0.5,1
"2657923","R1.073","R2.020","R3.067","P1.04","P2.04",1,1,0,1
"2658640","R1.073","R2.024","R3.016","P1.04","P2.04",7,7,0,7
"2658672","R1.073","R2.024","R3.048","P1.04","P2.04",1,1,0,1
"2658674","R1.073","R2.024","R3.050","P1.04","P2.04",1,1,0,1
"2658678","R1.073","R2.024","R3.054","P1.04","P2.04",1,1,0,1
"2658711","R1.073","R2.024","R3.087","P1.04","P2.04",1,1,0,1
"2658819","R1.073","R2.025","R3.003","P1.04","P2.04",1,1,0,1
"2659083","R1.073","R2.026","R3.075","P1.04","P2.04",1,1,0,1
"2659215","R1.073","R2.027","R3.015","P1.04","P2.04",1,1,0,1
"2659243","R1.073","R2.027","R3.043","P1.04","P2.04",1,1,0,1
"2659269","R1.073","R2.027","R3.069","P1.04","P2.04",10,11,0.0909090909090909,57
"2659658","R1.073","R2.029","R3.074","P1.04","P2.04",6,6,0,6
"2660004","R1.073","R2.031","R3.036","P1.04","P2.04",13,13,0,13
"2660026","R1.073","R2.031","R3.058","P1.04","P2.04",1,1,0,1
"2660755","R1.073","R2.035","R3.019","P1.04","P2.04",1,1,0,1
"2661127","R1.073","R2.037","R3.007","P1.04","P2.04",1,3,0.666666666666667,1
"2661381","R1.073","R2.038","R3.069","P1.04","P2.04",5,5,0,5
"2661697","R1.073","R2.040","R3.001","P1.04","P2.04",1,1,0,1
"2661754","R1.073","R2.040","R3.058","P1.04","P2.04",1,2,0.5,1
"2662489","R1.073","R2.044","R3.025","P1.04","P2.04",6,6,0,6
"2663096","R1.073","R2.047","R3.056","P1.04","P2.04",1,1,0,1
"2663111","R1.073","R2.047","R3.071","P1.04","P2.04",10,12,0.166666666666667,32
"2663516","R1.073","R2.049","R3.092","P1.04","P2.04",17,17,0,17
"2663622","R1.073","R2.050","R3.006","P1.04","P2.04",1,1,0,1
"2663650","R1.073","R2.050","R3.034","P1.04","P2.04",10,10,0,10
"2663666","R1.073","R2.050","R3.050","P1.04","P2.04",8,8,0,8
"2663894","R1.073","R2.051","R3.086","P1.04","P2.04",1,1,0,1
"2664255","R1.073","R2.053","R3.063","P1.04","P2.04",1,1,0,1
"2664388","R1.073","R2.054","R3.004","P1.04","P2.04",7,7,0,7
"2665156","R1.073","R2.058","R3.004","P1.04","P2.04",10,11,0.0909090909090909,57
"2665184","R1.073","R2.058","R3.032","P1.04","P2.04",1,1,0,1
"2665197","R1.073","R2.058","R3.045","P1.04","P2.04",1,1,0,1
"2665246","R1.073","R2.058","R3.094","P1.04","P2.04",1,1,0,1
"2665361","R1.073","R2.059","R3.017","P1.04","P2.04",11,11,0,11
"2665367","R1.073","R2.059","R3.023","P1.04","P2.04",1,1,0,1
"2665380","R1.073","R2.059","R3.036","P1.04","P2.04",1,1,0,1
"2666175","R1.073","R2.063","R3.063","P1.04","P2.04",1,1,0,1
"2666510","R1.073","R2.065","R3.014","P1.04","P2.04",1,1,0,1
"2667862","R1.073","R2.072","R3.022","P1.04","P2.04",6,6,0,6
"2668315","R1.073","R2.074","R3.091","P1.04","P2.04",15,16,0.0625,123
"2668423","R1.073","R2.075","R3.007","P1.04","P2.04",1,1,0,1
"2668454","R1.073","R2.075","R3.038","P1.04","P2.04",1,1,0,1
"2668492","R1.073","R2.075","R3.076","P1.04","P2.04",1,1,0,1
"2669044","R1.073","R2.078","R3.052","P1.04","P2.04",1,1,0,1
"2669067","R1.073","R2.078","R3.075","P1.04","P2.04",4,4,0,4
"2669070","R1.073","R2.078","R3.078","P1.04","P2.04",8,8,0,8
"2669615","R1.073","R2.081","R3.047","P1.04","P2.04",1,1,0,1
"2670171","R1.073","R2.084","R3.027","P1.04","P2.04",1,1,0,1
"2670229","R1.073","R2.084","R3.085","P1.04","P2.04",1,1,0,1
"2670240","R1.073","R2.084","R3.096","P1.04","P2.04",8,9,0.111111111111111,37
"2671193","R1.073","R2.089","R3.089","P1.04","P2.04",1,1,0,1
"2671197","R1.073","R2.089","R3.093","P1.04","P2.04",10,11,0.0909090909090909,57
"2671318","R1.073","R2.090","R3.022","P1.04","P2.04",14,16,0.125,59
"2671391","R1.073","R2.090","R3.095","P1.04","P2.04",1,1,0,1
"2671523","R1.073","R2.091","R3.035","P1.04","P2.04",10,12,0.166666666666667,32
"2671960","R1.073","R2.093","R3.088","P1.04","P2.04",1,1,0,1
"2672257","R1.073","R2.095","R3.001","P1.04","P2.04",4,4,0,4
"2672272","R1.073","R2.095","R3.016","P1.04","P2.04",1,1,0,1
"2672294","R1.073","R2.095","R3.038","P1.04","P2.04",10,10,0,10
"2691082","R1.074","R2.001","R3.010","P1.04","P2.04",1,1,0,1
"2691155","R1.074","R2.001","R3.083","P1.04","P2.04",12,12,0,12
"2691278","R1.074","R2.002","R3.014","P1.04","P2.04",1,1,0,1
"2691345","R1.074","R2.002","R3.081","P1.04","P2.04",1,1,0,1
"2691534","R1.074","R2.003","R3.078","P1.04","P2.04",1,1,0,1
"2692051","R1.074","R2.006","R3.019","P1.04","P2.04",12,13,0.0769230769230769,80
"2693069","R1.074","R2.011","R3.077","P1.04","P2.04",11,12,0.0833333333333334,68
"2693230","R1.074","R2.012","R3.046","P1.04","P2.04",1,1,0,1
"2693614","R1.074","R2.014","R3.046","P1.04","P2.04",1,1,0,1
"2693639","R1.074","R2.014","R3.071","P1.04","P2.04",1,1,0,1
"2694198","R1.074","R2.017","R3.054","P1.04","P2.04",1,1,0,1
"2694936","R1.074","R2.021","R3.024","P1.04","P2.04",9,9,0,9
"2695001","R1.074","R2.021","R3.089","P1.04","P2.04",9,9,0,9
"2695161","R1.074","R2.022","R3.057","P1.04","P2.04",16,16,0,16
"2695354","R1.074","R2.023","R3.058","P1.04","P2.04",13,13,0,13
"2695527","R1.074","R2.024","R3.039","P1.04","P2.04",26,27,0.0370370370370371,355
"2695690","R1.074","R2.025","R3.010","P1.04","P2.04",4,4,0,4
"2695915","R1.074","R2.026","R3.043","P1.04","P2.04",1,1,0,1
"2696126","R1.074","R2.027","R3.062","P1.04","P2.04",1,1,0,1
"2696290","R1.074","R2.028","R3.034","P1.04","P2.04",1,1,0,1
"2696521","R1.074","R2.029","R3.073","P1.04","P2.04",7,7,0,7
"2696862","R1.074","R2.031","R3.030","P1.04","P2.04",1,1,0,1
"2696920","R1.074","R2.031","R3.088","P1.04","P2.04",4,5,0.2,11
"2697247","R1.074","R2.033","R3.031","P1.04","P2.04",1,1,0,1
"2697256","R1.074","R2.033","R3.040","P1.04","P2.04",1,1,0,1
"2697271","R1.074","R2.033","R3.055","P1.04","P2.04",1,1,0,1
"2697295","R1.074","R2.033","R3.079","P1.04","P2.04",13,13,0,13
"2697495","R1.074","R2.034","R3.087","P1.04","P2.04",1,1,0,1
"2697666","R1.074","R2.035","R3.066","P1.04","P2.04",4,4,0,4
"2697685","R1.074","R2.035","R3.085","P1.04","P2.04",1,1,0,1
"2697803","R1.074","R2.036","R3.011","P1.04","P2.04",1,1,0,1
"2698029","R1.074","R2.037","R3.045","P1.04","P2.04",18,19,0.0526315789473685,174
"2698079","R1.074","R2.037","R3.095","P1.04","P2.04",1,1,0,1
"2698229","R1.074","R2.038","R3.053","P1.04","P2.04",1,1,0,1
"2698449","R1.074","R2.039","R3.081","P1.04","P2.04",1,1,0,1
"2698987","R1.074","R2.042","R3.043","P1.04","P2.04",24,26,0.0769230769230769,160
"2699585","R1.074","R2.045","R3.065","P1.04","P2.04",1,1,0,1
"2700742","R1.074","R2.051","R3.070","P1.04","P2.04",1,1,0,1
"2701250","R1.074","R2.054","R3.002","P1.04","P2.04",1,1,0,1
"2701682","R1.074","R2.056","R3.050","P1.04","P2.04",1,1,0,1
"2702039","R1.074","R2.058","R3.023","P1.04","P2.04",7,7,0,7
"2702209","R1.074","R2.059","R3.001","P1.04","P2.04",1,2,0.5,1
"2702245","R1.074","R2.059","R3.037","P1.04","P2.04",1,1,0,1
"2702292","R1.074","R2.059","R3.084","P1.04","P2.04",13,14,0.0714285714285714,93
"2702455","R1.074","R2.060","R3.055","P1.04","P2.04",10,10,0,10
"2702469","R1.074","R2.060","R3.069","P1.04","P2.04",2,2,0,2
"2703004","R1.074","R2.063","R3.028","P1.04","P2.04",7,7,0,7
"2703018","R1.074","R2.063","R3.042","P1.04","P2.04",1,1,0,1
"2703048","R1.074","R2.063","R3.072","P1.04","P2.04",8,8,0,8
"2703996","R1.074","R2.068","R3.060","P1.04","P2.04",9,9,0,9
"2704600","R1.074","R2.071","R3.088","P1.04","P2.04",1,2,0.5,1
"2704779","R1.074","R2.072","R3.075","P1.04","P2.04",1,1,0,1
"2705132","R1.074","R2.074","R3.044","P1.04","P2.04",1,1,0,1
"2705476","R1.074","R2.076","R3.004","P1.04","P2.04",5,5,0,5
"2705523","R1.074","R2.076","R3.051","P1.04","P2.04",1,1,0,1
"2705529","R1.074","R2.076","R3.057","P1.04","P2.04",3,3,0,3
"2705550","R1.074","R2.076","R3.078","P1.04","P2.04",1,1,0,1
"2706307","R1.074","R2.080","R3.067","P1.04","P2.04",7,8,0.125,29
"2706645","R1.074","R2.082","R3.021","P1.04","P2.04",1,1,0,1
"2707045","R1.074","R2.084","R3.037","P1.04","P2.04",1,1,0,1
"2707993","R1.074","R2.089","R3.025","P1.04","P2.04",5,5,0,5
"2708202","R1.074","R2.090","R3.042","P1.04","P2.04",1,1,0,1
"2708953","R1.074","R2.094","R3.025","P1.04","P2.04",4,4,0,4
"2709363","R1.074","R2.096","R3.051","P1.04","P2.04",1,1,0,1
"2728217","R1.075","R2.002","R3.089","P1.04","P2.04",4,4,0,4
"2728334","R1.075","R2.003","R3.014","P1.04","P2.04",7,7,0,7
"2728343","R1.075","R2.003","R3.023","P1.04","P2.04",1,1,0,1
"2728723","R1.075","R2.005","R3.019","P1.04","P2.04",2,2,0,2
"2728789","R1.075","R2.005","R3.085","P1.04","P2.04",1,1,0,1
"2728983","R1.075","R2.006","R3.087","P1.04","P2.04",4,4,0,4
"2729691","R1.075","R2.010","R3.027","P1.04","P2.04",1,1,0,1
"2729735","R1.075","R2.010","R3.071","P1.04","P2.04",12,13,0.0769230769230769,80
"2729740","R1.075","R2.010","R3.076","P1.04","P2.04",1,1,0,1
"2729743","R1.075","R2.010","R3.079","P1.04","P2.04",1,1,0,1
"2730663","R1.075","R2.015","R3.039","P1.04","P2.04",1,1,0,1
"2730687","R1.075","R2.015","R3.063","P1.04","P2.04",1,1,0,1
"2731028","R1.075","R2.017","R3.020","P1.04","P2.04",1,1,0,1
"2731042","R1.075","R2.017","R3.034","P1.04","P2.04",22,23,0.0434782608695652,257
"2731054","R1.075","R2.017","R3.046","P1.04","P2.04",10,12,0.166666666666667,32
"2732203","R1.075","R2.023","R3.043","P1.04","P2.04",1,1,0,1
"2732600","R1.075","R2.025","R3.056","P1.04","P2.04",9,9,0,9
"2732737","R1.075","R2.026","R3.001","P1.04","P2.04",2,2,0,2
"2732799","R1.075","R2.026","R3.063","P1.04","P2.04",9,9,0,9
"2733201","R1.075","R2.028","R3.081","P1.04","P2.04",6,7,0.142857142857143,22
"2734284","R1.075","R2.034","R3.012","P1.04","P2.04",1,1,0,1
"2734498","R1.075","R2.035","R3.034","P1.04","P2.04",1,1,0,1
"2734924","R1.075","R2.037","R3.076","P1.04","P2.04",1,1,0,1
"2735241","R1.075","R2.039","R3.009","P1.04","P2.04",1,1,0,1
"2735242","R1.075","R2.039","R3.010","P1.04","P2.04",10,12,0.166666666666667,32
"2735684","R1.075","R2.041","R3.068","P1.04","P2.04",12,12,0,12
"2735825","R1.075","R2.042","R3.017","P1.04","P2.04",1,1,0,1
"2735850","R1.075","R2.042","R3.042","P1.04","P2.04",16,18,0.111111111111111,75
"2736006","R1.075","R2.043","R3.006","P1.04","P2.04",1,1,0,1
"2736046","R1.075","R2.043","R3.046","P1.04","P2.04",6,6,0,6
"2736071","R1.075","R2.043","R3.071","P1.04","P2.04",3,4,0.25,7
"2737368","R1.075","R2.050","R3.024","P1.04","P2.04",1,2,0.5,1
"2737969","R1.075","R2.053","R3.049","P1.04","P2.04",5,5,0,5
"2738540","R1.075","R2.056","R3.044","P1.04","P2.04",3,3,0,3
"2738558","R1.075","R2.056","R3.062","P1.04","P2.04",15,15,0,15
"2738961","R1.075","R2.058","R3.081","P1.04","P2.04",1,1,0,1
"2739135","R1.075","R2.059","R3.063","P1.04","P2.04",7,8,0.125,29
"2739660","R1.075","R2.062","R3.012","P1.04","P2.04",1,1,0,1
"2739700","R1.075","R2.062","R3.052","P1.04","P2.04",12,13,0.0769230769230769,80
"2740884","R1.075","R2.068","R3.084","P1.04","P2.04",5,5,0,5
"2740993","R1.075","R2.069","R3.001","P1.04","P2.04",9,11,0.181818181818182,26
"2741029","R1.075","R2.069","R3.037","P1.04","P2.04",1,1,0,1
"2741081","R1.075","R2.069","R3.089","P1.04","P2.04",1,2,0.5,1
"2741237","R1.075","R2.070","R3.053","P1.04","P2.04",1,1,0,1
"2741381","R1.075","R2.071","R3.005","P1.04","P2.04",1,1,0,1
"2741786","R1.075","R2.073","R3.026","P1.04","P2.04",1,1,0,1
"2741800","R1.075","R2.073","R3.040","P1.04","P2.04",6,6,0,6
"2741963","R1.075","R2.074","R3.011","P1.04","P2.04",1,1,0,1
"2742382","R1.075","R2.076","R3.046","P1.04","P2.04",1,1,0,1
"2742539","R1.075","R2.077","R3.011","P1.04","P2.04",1,1,0,1
"2742951","R1.075","R2.079","R3.039","P1.04","P2.04",1,1,0,1
"2743747","R1.075","R2.083","R3.067","P1.04","P2.04",14,14,0,14
"2743769","R1.075","R2.083","R3.089","P1.04","P2.04",1,1,0,1
"2743911","R1.075","R2.084","R3.039","P1.04","P2.04",1,1,0,1
"2745065","R1.075","R2.090","R3.041","P1.04","P2.04",17,19,0.105263157894737,84
"2745069","R1.075","R2.090","R3.045","P1.04","P2.04",1,1,0,1
"2745092","R1.075","R2.090","R3.068","P1.04","P2.04",1,2,0.5,1
"2745295","R1.075","R2.091","R3.079","P1.04","P2.04",1,1,0,1
"2745813","R1.075","R2.094","R3.021","P1.04","P2.04",5,6,0.166666666666667,16
"2765041","R1.076","R2.002","R3.049","P1.04","P2.04",1,1,0,1
"2765047","R1.076","R2.002","R3.055","P1.04","P2.04",1,1,0,1
"2765080","R1.076","R2.002","R3.088","P1.04","P2.04",1,1,0,1
"2765185","R1.076","R2.003","R3.001","P1.04","P2.04",1,1,0,1
"2765228","R1.076","R2.003","R3.044","P1.04","P2.04",1,1,0,1
"2765816","R1.076","R2.006","R3.056","P1.04","P2.04",3,5,0.4,4
"2766206","R1.076","R2.008","R3.062","P1.04","P2.04",10,13,0.230769230769231,24
"2766604","R1.076","R2.010","R3.076","P1.04","P2.04",2,2,0,2
"2766926","R1.076","R2.012","R3.014","P1.04","P2.04",6,6,0,6
"2767505","R1.076","R2.015","R3.017","P1.04","P2.04",1,1,0,1
"2767549","R1.076","R2.015","R3.061","P1.04","P2.04",3,3,0,3
"2767559","R1.076","R2.015","R3.071","P1.04","P2.04",1,1,0,1
"2767689","R1.076","R2.016","R3.009","P1.04","P2.04",1,1,0,1
"2767964","R1.076","R2.017","R3.092","P1.04","P2.04",1,1,0,1
"2768527","R1.076","R2.020","R3.079","P1.04","P2.04",6,7,0.142857142857143,22
"2769292","R1.076","R2.024","R3.076","P1.04","P2.04",1,1,0,1
"2769440","R1.076","R2.025","R3.032","P1.04","P2.04",1,2,0.5,1
"2770431","R1.076","R2.030","R3.063","P1.04","P2.04",4,4,0,4
"2770594","R1.076","R2.031","R3.034","P1.04","P2.04",2,2,0,2
"2771020","R1.076","R2.033","R3.076","P1.04","P2.04",2,2,0,2
"2771345","R1.076","R2.035","R3.017","P1.04","P2.04",2,2,0,2
"2771924","R1.076","R2.038","R3.020","P1.04","P2.04",11,11,0,11
"2772506","R1.076","R2.041","R3.026","P1.04","P2.04",1,1,0,1
"2772513","R1.076","R2.041","R3.033","P1.04","P2.04",1,1,0,1
"2772522","R1.076","R2.041","R3.042","P1.04","P2.04",3,4,0.25,7
"2772871","R1.076","R2.043","R3.007","P1.04","P2.04",1,1,0,1
"2772882","R1.076","R2.043","R3.018","P1.04","P2.04",1,1,0,1
"2772901","R1.076","R2.043","R3.037","P1.04","P2.04",1,1,0,1
"2772915","R1.076","R2.043","R3.051","P1.04","P2.04",2,2,0,2
"2772946","R1.076","R2.043","R3.082","P1.04","P2.04",1,1,0,1
"2773077","R1.076","R2.044","R3.021","P1.04","P2.04",1,1,0,1
"2773299","R1.076","R2.045","R3.051","P1.04","P2.04",1,1,0,1
"2773896","R1.076","R2.048","R3.072","P1.04","P2.04",1,1,0,1
"2774450","R1.076","R2.051","R3.050","P1.04","P2.04",1,1,0,1
"2774812","R1.076","R2.053","R3.028","P1.04","P2.04",8,9,0.111111111111111,37
"2775417","R1.076","R2.056","R3.057","P1.04","P2.04",1,1,0,1
"2776350","R1.076","R2.061","R3.030","P1.04","P2.04",1,1,0,1
"2776357","R1.076","R2.061","R3.037","P1.04","P2.04",1,1,0,1
"2776397","R1.076","R2.061","R3.077","P1.04","P2.04",3,4,0.25,7
"2777524","R1.076","R2.067","R3.052","P1.04","P2.04",2,2,0,2
"2777709","R1.076","R2.068","R3.045","P1.04","P2.04",7,9,0.222222222222222,17
"2777892","R1.076","R2.069","R3.036","P1.04","P2.04",1,1,0,1
"2778080","R1.076","R2.070","R3.032","P1.04","P2.04",1,1,0,1
"2778102","R1.076","R2.070","R3.054","P1.04","P2.04",1,1,0,1
"2778125","R1.076","R2.070","R3.077","P1.04","P2.04",8,8,0,8
"2778659","R1.076","R2.073","R3.035","P1.04","P2.04",1,2,0.5,1
"2778673","R1.076","R2.073","R3.049","P1.04","P2.04",4,4,0,4
"2779028","R1.076","R2.075","R3.020","P1.04","P2.04",5,5,0,5
"2779055","R1.076","R2.075","R3.047","P1.04","P2.04",1,1,0,1
"2779074","R1.076","R2.075","R3.066","P1.04","P2.04",1,1,0,1
"2779096","R1.076","R2.075","R3.088","P1.04","P2.04",1,1,0,1
"2779619","R1.076","R2.078","R3.035","P1.04","P2.04",1,1,0,1
"2779858","R1.076","R2.079","R3.082","P1.04","P2.04",12,12,0,12
"2780250","R1.076","R2.081","R3.090","P1.04","P2.04",3,5,0.4,4
"2780256","R1.076","R2.081","R3.096","P1.04","P2.04",1,1,0,1
"2780433","R1.076","R2.082","R3.081","P1.04","P2.04",1,1,0,1
"2780785","R1.076","R2.084","R3.049","P1.04","P2.04",7,9,0.222222222222222,17
"2780795","R1.076","R2.084","R3.059","P1.04","P2.04",1,2,0.5,1
"2780810","R1.076","R2.084","R3.074","P1.04","P2.04",1,2,0.5,1
"2781126","R1.076","R2.086","R3.006","P1.04","P2.04",1,1,0,1
"2782085","R1.076","R2.091","R3.005","P1.04","P2.04",9,12,0.25,20
